episode_id,team,total_reward,terminal_reward,shaping_reward,trap_aware_reward,exploration_reward,penalties,reward_breakdown
588,"Sentinel",3.206172,3.000000,0.038857,0.000000,0.010800,0.167314,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.010800,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.028057,\""chase_regression\"":-0.000511,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.032175,\""cluster_penalty\"":0.000000}"
588,"Runner",-2.405623,-2.000000,0.023500,0.000000,0.007000,-0.429123,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.016500,\""exploration_bonus\"":0.007000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":-0.013123,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.016000,\""cluster_penalty\"":0.000000}"
589,"Sentinel",-3.023815,-3.000000,0.021398,0.000000,0.007800,-0.045213,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.007800,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-3.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.013598,\""chase_regression\"":-0.002313,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.042900,\""cluster_penalty\"":0.000000}"
589,"Runner",2.021317,2.000000,0.024133,0.000000,0.007000,-0.002816,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.017000,\""exploration_bonus\"":0.007000,\""timeout_penalty\"":0.000000,\""episode_win\"":2.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000133,\""threat_approach_penalty\"":-0.001816,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.001000,\""cluster_penalty\"":0.000000}"
590,"Sentinel",3.180517,3.000000,0.038894,0.000000,0.009600,0.141624,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.009600,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.029294,\""chase_regression\"":-0.006776,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.051600,\""cluster_penalty\"":0.000000}"
590,"Runner",-2.388694,-2.000000,0.027792,0.000000,0.009000,-0.416486,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.015500,\""exploration_bonus\"":0.009000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.003292,\""threat_approach_penalty\"":-0.015486,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.001000,\""cluster_penalty\"":0.000000}"
591,"Sentinel",3.239602,3.000000,0.049703,0.000000,0.007800,0.189898,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.007800,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.041903,\""chase_regression\"":-0.000127,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.009975,\""cluster_penalty\"":0.000000}"
591,"Runner",-2.422047,-2.000000,0.017500,0.000000,0.004000,-0.439547,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.013500,\""exploration_bonus\"":0.004000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":-0.012047,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.027500,\""cluster_penalty\"":0.000000}"
592,"Sentinel",3.198881,3.000000,0.049405,0.000000,0.009000,0.149476,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.009000,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.040405,\""chase_regression\"":-0.007099,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.043425,\""cluster_penalty\"":0.000000}"
592,"Runner",-2.395912,-2.000000,0.026555,0.000000,0.008000,-0.422467,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.017500,\""exploration_bonus\"":0.008000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.001055,\""threat_approach_penalty\"":-0.014967,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.007500,\""cluster_penalty\"":0.000000}"
593,"Sentinel",-3.000752,-3.000000,0.010854,0.000000,0.004800,-0.011606,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.004800,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-3.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.006054,\""chase_regression\"":-0.000581,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.011025,\""cluster_penalty\"":0.000000}"
593,"Runner",2.005965,2.000000,0.012581,0.000000,0.004000,-0.006616,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.008000,\""exploration_bonus\"":0.004000,\""timeout_penalty\"":0.000000,\""episode_win\"":2.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000581,\""threat_approach_penalty\"":-0.003616,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.003000,\""cluster_penalty\"":0.000000}"
594,"Sentinel",3.092891,3.000000,0.035089,0.000000,0.009600,0.057802,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.009600,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.025489,\""chase_regression\"":-0.000973,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.141225,\""cluster_penalty\"":0.000000}"
594,"Runner",-2.392804,-2.000000,0.020634,0.000000,0.007000,-0.413438,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.013500,\""exploration_bonus\"":0.007000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000134,\""threat_approach_penalty\"":-0.011438,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.002000,\""cluster_penalty\"":0.000000}"
595,"Sentinel",-2.993082,-3.000000,0.013668,0.000000,0.004200,-0.006750,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.004200,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-3.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.009468,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.006750,\""cluster_penalty\"":0.000000}"
595,"Runner",2.010000,2.000000,0.011000,0.000000,0.005000,-0.001000,"{\""capture_reward\"":0.000000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.006000,\""exploration_bonus\"":0.005000,\""timeout_penalty\"":0.000000,\""episode_win\"":2.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.001000,\""cluster_penalty\"":0.000000}"
596,"Sentinel",3.169579,3.000000,0.045090,0.000000,0.010800,0.124489,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.010800,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.034290,\""chase_regression\"":-0.005461,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.070050,\""cluster_penalty\"":0.000000}"
596,"Runner",-2.391740,-2.000000,0.028611,0.000000,0.013000,-0.420352,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.014500,\""exploration_bonus\"":0.013000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.001111,\""threat_approach_penalty\"":-0.012352,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.008000,\""cluster_penalty\"":0.000000}"
597,"Sentinel",3.218137,3.000000,0.020137,0.000000,0.006600,0.198000,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.006600,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.013537,\""chase_regression\"":-0.002000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":0.000000,\""cluster_penalty\"":0.000000}"
597,"Runner",-2.405624,-2.000000,0.011500,0.000000,0.004000,-0.417124,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.007500,\""exploration_bonus\"":0.004000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":-0.010124,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.007000,\""cluster_penalty\"":0.000000}"
598,"Sentinel",3.087857,3.000000,0.058524,0.000000,0.013800,0.029333,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.013800,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.044724,\""chase_regression\"":-0.000942,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.169725,\""cluster_penalty\"":0.000000}"
598,"Runner",-2.401889,-2.000000,0.026576,0.000000,0.007000,-0.428464,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.019000,\""exploration_bonus\"":0.007000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000576,\""threat_approach_penalty\"":-0.013464,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.015000,\""cluster_penalty\"":0.000000}"
599,"Sentinel",3.233797,3.000000,0.053132,0.000000,0.010200,0.180665,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.010200,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.042932,\""chase_regression\"":-0.004260,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.015075,\""cluster_penalty\"":0.000000}"
599,"Runner",-2.391836,-2.000000,0.027500,0.000000,0.008000,-0.419336,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.019500,\""exploration_bonus\"":0.008000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":-0.010836,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.008500,\""cluster_penalty\"":0.000000}"
600,"Sentinel",3.160612,3.000000,0.051033,0.000000,0.009600,0.109579,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.009600,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.041433,\""chase_regression\"":-0.002371,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.088050,\""cluster_penalty\"":0.000000}"
600,"Runner",-2.387643,-2.000000,0.024000,0.000000,0.006000,-0.411643,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.018000,\""exploration_bonus\"":0.006000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":-0.009643,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.002000,\""cluster_penalty\"":0.000000}"
601,"Sentinel",-2.917956,-3.000000,0.050665,0.000000,0.008400,0.031379,"{\""capture_reward\"":0.100000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.008400,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-3.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.042265,\""chase_regression\"":-0.016646,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.051975,\""cluster_penalty\"":0.000000}"
601,"Runner",1.831586,2.000000,0.041827,0.000000,0.017000,-0.210241,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.200000,\""survival_reward\"":0.024500,\""exploration_bonus\"":0.017000,\""timeout_penalty\"":0.000000,\""episode_win\"":2.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000327,\""threat_approach_penalty\"":-0.006241,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.004000,\""cluster_penalty\"":0.000000}"
602,"Sentinel",-3.067217,-3.000000,0.047799,0.000000,0.012000,-0.115016,"{\""capture_reward\"":0.100000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.012000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-3.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.035799,\""chase_regression\"":-0.007866,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.207150,\""cluster_penalty\"":0.000000}"
602,"Runner",1.812417,2.000000,0.028110,0.000000,0.010000,-0.215693,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.200000,\""survival_reward\"":0.017000,\""exploration_bonus\"":0.010000,\""timeout_penalty\"":0.000000,\""episode_win\"":2.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.001110,\""threat_approach_penalty\"":-0.009693,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.006000,\""cluster_penalty\"":0.000000}"
603,"Sentinel",3.116051,3.000000,0.078840,0.000000,0.015000,0.037212,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.015000,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.063840,\""chase_regression\"":-0.011388,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":-0.002000,\""wall_loop_penalty\"":-0.149400,\""cluster_penalty\"":0.000000}"
603,"Runner",-2.383419,-2.000000,0.037944,0.000000,0.014000,-0.421363,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.021500,\""exploration_bonus\"":0.014000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.002444,\""threat_approach_penalty\"":-0.014863,\""orbit_stall_penalty\"":-0.002500,\""wall_loop_penalty\"":-0.004000,\""cluster_penalty\"":0.000000}"
604,"Sentinel",3.184013,3.000000,0.045532,0.000000,0.012000,0.138481,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.012000,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.033532,\""chase_regression\"":-0.008944,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.052575,\""cluster_penalty\"":0.000000}"
604,"Runner",-2.383016,-2.000000,0.032661,0.000000,0.009000,-0.415677,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.021000,\""exploration_bonus\"":0.009000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.002661,\""threat_approach_penalty\"":-0.013677,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.002000,\""cluster_penalty\"":0.000000}"
605,"Sentinel",3.033471,3.000000,0.057594,0.000000,0.012600,-0.024123,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.012600,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.044994,\""chase_regression\"":-0.004673,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.219450,\""cluster_penalty\"":0.000000}"
605,"Runner",-2.376714,-2.000000,0.050620,0.000000,0.011000,-0.427335,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.039500,\""exploration_bonus\"":0.011000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.000120,\""threat_approach_penalty\"":-0.012835,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.014500,\""cluster_penalty\"":0.000000}"
606,"Sentinel",2.714416,3.000000,0.043592,0.000000,0.014400,-0.329176,"{\""capture_reward\"":0.200000,\""capture_penalty\"":0.000000,\""survival_reward\"":0.000000,\""exploration_bonus\"":0.014400,\""timeout_penalty\"":0.000000,\""episode_win\"":3.000000,\""episode_loss\"":0.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.029192,\""chase_regression\"":-0.002002,\""evade_progress\"":0.000000,\""threat_approach_penalty\"":0.000000,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.527174,\""cluster_penalty\"":0.000000}"
606,"Runner",-2.375740,-2.000000,0.044502,0.000000,0.013000,-0.420242,"{\""capture_reward\"":0.000000,\""capture_penalty\"":-0.400000,\""survival_reward\"":0.029500,\""exploration_bonus\"":0.013000,\""timeout_penalty\"":0.000000,\""episode_win\"":0.000000,\""episode_loss\"":-2.000000,\""trap_pincer\"":0.000000,\""trap_enclosure\"":0.000000,\""trap_dead_end_forcing\"":0.000000,\""trap_exit_denial\"":0.000000,\""trap_corridor_control\"":0.000000,\""chase_progress\"":0.000000,\""chase_regression\"":0.000000,\""evade_progress\"":0.002002,\""threat_approach_penalty\"":-0.016742,\""orbit_stall_penalty\"":0.000000,\""wall_loop_penalty\"":-0.003500,\""cluster_penalty\"":0.000000}"
